-0.03118,-0.33949,0.96699,-0.30181,-0.030446,0.039383,1.0002,-0.0076653,-0.10809,2
-0.033701,-0.3347,0.96809,-0.1866,-0.0089648,0.032401,1.0002,-0.0086475,-0.10654,2
-0.035954,-0.33008,0.96932,-0.088501,0.0092389,0.025583,1.0002,-0.0095411,-0.10502,2
-0.037942,-0.3257,0.97064,-0.0066448,0.024329,0.018951,1.0001,-0.010348,-0.10356,2
-0.039672,-0.32157,0.97201,0.059826,0.036469,0.012526,1,-0.011068,-0.10216,2
-0.04115,-0.31775,0.97341,0.11177,0.045824,0.0063293,0.99991,-0.011705,-0.10085,2
-0.042379,-0.31428,0.97479,0.15005,0.052556,0.00038258,0.99974,-0.012258,-0.099645,2
-0.043367,-0.31119,0.97612,0.17552,0.056829,-0.0052927,0.99955,-0.012731,-0.098554,2
-0.044118,-0.30854,0.97737,0.18905,0.058808,-0.010675,0.99934,-0.013123,-0.097599,2
-0.044638,-0.30635,0.9785,0.19149,0.058656,-0.015743,0.9991,-0.013437,-0.096794,2
-0.044932,-0.30467,0.97948,0.18371,0.056537,-0.020475,0.99884,-0.013673,-0.096158,2
-0.045006,-0.30355,0.98027,0.16656,0.052615,-0.024849,0.99857,-0.013834,-0.095706,2
-0.044865,-0.30302,0.98084,0.1409,0.047053,-0.028845,0.99828,-0.013921,-0.095455,2
-0.044514,-0.30312,0.98115,0.10759,0.040015,-0.03244,0.99799,-0.013935,-0.095422,2
-0.043959,-0.3039,0.98117,0.067496,0.031666,-0.035613,0.99769,-0.013877,-0.095624,2
-0.043206,-0.30539,0.98086,0.021475,0.022168,-0.038343,0.99739,-0.01375,-0.096076,2
-0.04226,-0.30764,0.98019,-0.029614,0.011686,-0.040608,0.99709,-0.013554,-0.096795,2
-0.041126,-0.31069,0.97913,-0.084911,0.00038379,-0.042387,0.99679,-0.013291,-0.097798,2
-0.039809,-0.31457,0.97763,-0.14356,-0.011576,-0.043658,0.9965,-0.012962,-0.099102,2
-0.038316,-0.31934,0.97567,-0.20469,-0.024028,-0.044399,0.99622,-0.01257,-0.10072,2
-0.036651,-0.32503,0.9732,-0.26745,-0.036809,-0.04459,0.99595,-0.012114,-0.10268,2
-0.034686,-0.33288,0.96947,-0.31372,-0.049115,-0.046506,0.99588,-0.011559,-0.10545,2
-0.032197,-0.34157,0.96502,-0.36012,-0.06183,-0.047064,0.99584,-0.010892,-0.10866,2
-0.029881,-0.35166,0.95965,-0.40806,-0.069993,-0.045872,0.99584,-0.010132,-0.11233,2
-0.027152,-0.3632,0.9548,-0.44381,-0.073793,-0.040981,0.99588,-0.0093269,-0.1164,2
-0.02455,-0.37656,0.94911,-0.49326,-0.087376,-0.036467,0.99593,-0.0084844,-0.12085,2
-0.021433,-0.39138,0.94212,-0.5397,-0.099678,-0.032225,0.99597,-0.0075577,-0.12573,2
-0.018267,-0.40641,0.93436,-0.57949,-0.1097,-0.028457,0.99601,-0.0065602,-0.13098,2
-0.015332,-0.42134,0.92576,-0.60792,-0.11959,-0.022891,0.99605,-0.005516,-0.13658,2
-0.011913,-0.43763,0.91653,-0.64196,-0.12937,-0.012902,0.99605,-0.0044254,-0.14254,2
-0.0084259,-0.45488,0.90627,-0.67365,-0.13428,-0.0035453,0.99605,-0.0033151,-0.14883,2
-0.0050269,-0.47377,0.89581,-0.71399,-0.13675,0.0079131,0.99603,-0.0022233,-0.15542,2
-0.0025177,-0.49286,0.88534,-0.75224,-0.13722,0.020909,0.99598,-0.0012136,-0.16224,2
-0.00018092,-0.51238,0.87484,-0.77616,-0.13743,0.027277,0.99592,-0.00027297,-0.16927,3
0.0021536,-0.53175,0.86363,-0.77863,-0.13731,0.030166,0.9958,0.00061991,-0.17638,3
0.0042113,-0.55037,0.85188,-0.77429,-0.13429,0.039132,0.99559,0.0014321,-0.18346,3
