0.078157,0.21169,0.084111,0.018634,0.017951,0.033404,0.042036,0.086789,3
0.082508,0.22473,0.0912,0.014314,0.018291,0.040373,0.051549,0.089868,3
0.086384,0.23618,0.09744,0.010765,0.018603,0.046388,0.05947,0.092477,3
0.089806,0.24612,0.10287,0.0079465,0.018895,0.051502,0.065904,0.094646,3
0.092798,0.25463,0.10752,0.0058215,0.019174,0.05577,0.070954,0.096403,3
0.095381,0.2618,0.11144,0.0043515,0.019447,0.059245,0.074725,0.097778,3
0.097577,0.26768,0.11466,0.0034984,0.019722,0.061981,0.07732,0.098799,3
0.09941,0.27237,0.11721,0.003224,0.020006,0.064033,0.078844,0.099497,3
0.1009,0.27593,0.11915,0.0034902,0.020307,0.065454,0.0794,0.0999,3
0.10207,0.27845,0.12049,0.0042586,0.020631,0.066299,0.079092,0.10004,3
0.10295,0.28,0.12129,0.0054913,0.020986,0.066622,0.078024,0.099936,3
0.10355,0.28066,0.12157,0.0071499,0.02138,0.066476,0.076301,0.099629,3
0.10389,0.28051,0.12138,0.0091963,0.021819,0.065916,0.074025,0.099143,3
0.10401,0.27961,0.12076,0.011592,0.022311,0.064996,0.071302,0.098507,3
0.10392,0.27806,0.11973,0.0143,0.022863,0.06377,0.068234,0.097752,3
0.10364,0.27592,0.11834,0.017281,0.023483,0.062292,0.064926,0.096906,3
0.1032,0.27327,0.11663,0.020497,0.024178,0.060615,0.061482,0.095997,3
0.10262,0.27019,0.11463,0.023909,0.024956,0.058795,0.058006,0.095056,3
0.10192,0.26676,0.11238,0.027481,0.025823,0.056884,0.054601,0.094111,3
0.10112,0.26305,0.10992,0.031173,0.026787,0.054938,0.051372,0.093192,3
0.10025,0.25914,0.10729,0.034948,0.027855,0.05301,0.048423,0.092327,3
0.10013,0.25492,0.10478,0.039532,0.029678,0.052928,0.048539,0.090629,3
0.098812,0.24838,0.10282,0.042937,0.03083,0.052881,0.048162,0.08945,3
0.098369,0.24637,0.10001,0.04568,0.032119,0.052836,0.049148,0.091677,3
0.097931,0.24193,0.096547,0.049155,0.034641,0.052915,0.051691,0.091029,3
0.097009,0.2406,0.094328,0.052252,0.035506,0.053002,0.055615,0.091943,3
0.095185,0.24017,0.092136,0.055077,0.037865,0.053957,0.057419,0.093875,3
0.094518,0.24074,0.091325,0.05806,0.040309,0.055398,0.058911,0.095561,3
0.091466,0.23873,0.088786,0.059693,0.042385,0.054935,0.061264,0.096388,3
0.091889,0.23759,0.08605,0.061034,0.045346,0.055957,0.064725,0.096079,3
0.091689,0.23691,0.0827,0.063002,0.047059,0.056209,0.070784,0.096117,3
0.093501,0.23671,0.079997,0.063564,0.049258,0.056663,0.07776,0.097637,3
0.094585,0.24531,0.078902,0.064517,0.052006,0.055519,0.084616,0.1002,3
0.094309,0.25169,0.076815,0.065325,0.054692,0.055909,0.091106,0.099857,3
0.095376,0.25737,0.074807,0.065436,0.057599,0.055317,0.091122,0.10045,3
0.09788,0.26038,0.070296,0.063848,0.059724,0.057062,0.095195,0.10228,3
0.10126,0.26229,0.069105,0.065152,0.064496,0.058638,0.10469,0.10367,3
0.10436,0.26611,0.071475,0.066837,0.070403,0.06175,0.12028,0.1106,3
0.10692,0.26787,0.071121,0.068823,0.075697,0.0642,0.12699,0.11672,3
0.10961,0.26845,0.072121,0.069797,0.079641,0.067621,0.1427,0.12241,3
0.11118,0.26694,0.072768,0.068999,0.083894,0.071706,0.16341,0.12941,3
0.11032,0.26363,0.072338,0.068779,0.089268,0.076615,0.17427,0.13539,3
0.10944,0.26272,0.073028,0.067903,0.093323,0.08145,0.17811,0.13814,3
0.1085,0.25574,0.07146,0.065671,0.094916,0.081275,0.18498,0.13643,3
0.10818,0.24708,0.069319,0.06178,0.097247,0.087126,0.21086,0.14321,3
0.10652,0.23938,0.07011,0.063229,0.10175,0.092151,0.22612,0.15167,3
0.10486,0.22801,0.070628,0.061842,0.10379,0.097693,0.2497,0.14974,3
0.10369,0.21653,0.070979,0.066503,0.10755,0.097954,0.26163,0.15522,3
0.10097,0.20805,0.073238,0.067885,0.11141,0.10292,0.28985,0.161,3
0.09993,0.19832,0.073692,0.070177,0.11318,0.10693,0.32661,0.17807,4
0.098439,0.18551,0.074095,0.074213,0.11589,0.10996,0.35564,0.19322,4
0.095543,0.17632,0.075815,0.077079,0.11706,0.11228,0.38367,0.20795,4
0.093864,0.15705,0.074763,0.079548,0.11781,0.11908,0.41817,0.22841,4
0.094917,0.1453,0.074748,0.081686,0.12032,0.12779,0.4566,0.24582,4
0.09462,0.13684,0.076088,0.085383,0.12525,0.13433,0.51233,0.26795,4
0.096548,0.12672,0.078418,0.089056,0.12905,0.14234,0.55575,0.29275,4
0.096751,0.11195,0.07812,0.092371,0.13305,0.15205,0.60812,0.31801,4
0.096745,0.09812,0.079701,0.095446,0.1369,0.16213,0.65032,0.34579,4
0.098346,0.088223,0.081493,0.099676,0.14075,0.17267,0.70342,0.36672,4
0.098888,0.080519,0.083329,0.10557,0.14488,0.18704,0.77198,0.39627,1
0.098966,0.070077,0.084799,0.11085,0.14635,0.19729,0.82433,0.42551,1
0.099754,0.060354,0.087249,0.11699,0.15054,0.20737,0.88602,0.46207,1
0.10297,0.055611,0.089349,0.12009,0.15355,0.21923,0.95902,0.50004,1
0.10559,0.053408,0.092124,0.12466,0.15689,0.22997,1.0148,0.53098,1
0.10785,0.049192,0.094291,0.12846,0.15859,0.24087,1.0778,0.55658,1
0.11113,0.048637,0.097031,0.13168,0.1601,0.2526,1.1346,0.58866,1
0.11526,0.047558,0.096647,0.13416,0.16276,0.26208,1.1948,0.61905,1
0.11883,0.049143,0.096437,0.13691,0.16461,0.27017,1.2583,0.6437,1
0.12329,0.05209,0.095649,0.13792,0.16466,0.2779,1.3137,0.6681,1
0.12752,0.054547,0.097241,0.13864,0.16592,0.286,1.358,0.68742,1
0.13108,0.059156,0.099995,0.13898,0.16634,0.29175,1.4039,0.70178,1
0.13603,0.065066,0.10224,0.13857,0.17007,0.29528,1.4418,0.71603,1
0.13839,0.07211,0.10424,0.13803,0.17086,0.29663,1.4731,0.73189,1
0.14046,0.072182,0.10527,0.13667,0.17181,0.29933,1.4882,0.74092,1
0.14396,0.073833,0.10644,0.13462,0.17448,0.30098,1.4987,0.74822,1
0.14573,0.073406,0.10698,0.13322,0.17769,0.30449,1.5029,0.75018,1
